Region,date,total_lyme,region_pop,Lyme_Rate
Southeast,2004-01-01,23,89781347,0.025617793415373912
Southeast,2004-02-01,22,89781347,0.024503976310357653
Southeast,2004-03-01,42,89781347,0.04678031841068279
Southeast,2004-04-01,54,89781347,0.06014612367087787
Southeast,2004-05-01,131,89781347,0.14591004075712966
Southeast,2004-06-01,220,89781347,0.2450397631035765
Southeast,2004-07-01,138,89781347,0.15370676049224344
Southeast,2004-08-01,82,89781347,0.09133300261133306
Southeast,2004-09-01,79,89781347,0.0879915512962843
Southeast,2004-10-01,83,89781347,0.09244681971634931
Southeast,2004-11-01,54,89781347,0.06014612367087787
Southeast,2004-12-01,40,89781347,0.044552684200650276
Southeast,2005-01-01,46,89781347,0.051235586830747824
Southeast,2005-02-01,36,89781347,0.04009741578058525
Southeast,2005-03-01,40,89781347,0.044552684200650276
Southeast,2005-04-01,53,89781347,0.05903230656586162
Southeast,2005-05-01,114,89781347,0.12697514997185327
Southeast,2005-06-01,356,89781347,0.3965188893857874
Southeast,2005-07-01,339,89781347,0.3775839986005111
Southeast,2005-08-01,116,89781347,0.1292027841818858
Southeast,2005-09-01,60,89781347,0.06682902630097541
Southeast,2005-10-01,57,89781347,0.06348757498592664
Southeast,2005-11-01,41,89781347,0.04566650130566653
Southeast,2005-12-01,38,89781347,0.04232504999061776
Southeast,2006-01-01,38,89781347,0.04232504999061776
Southeast,2006-02-01,18,89781347,0.020048707890292623
Southeast,2006-03-01,30,89781347,0.033414513150487705
Southeast,2006-04-01,36,89781347,0.04009741578058525
Southeast,2006-05-01,154,89781347,0.17152783417250356
Southeast,2006-06-01,391,89781347,0.43550248806135644
Southeast,2006-07-01,269,89781347,0.2996168012493731
Southeast,2006-08-01,80,89781347,0.08910536840130055
Southeast,2006-09-01,95,89781347,0.10581262497654441
Southeast,2006-10-01,67,89781347,0.07462574603608922
Southeast,2006-11-01,36,89781347,0.04009741578058525
Southeast,2006-12-01,19,89781347,0.02116252499530888
Southeast,2007-01-01,50,89781347,0.05569085525081284
Southeast,2007-02-01,45,89781347,0.050121769725731555
Southeast,2007-03-01,70,89781347,0.07796719735113798
Southeast,2007-04-01,110,89781347,0.12251988155178825
Southeast,2007-05-01,318,89781347,0.3541938393951697
Southeast,2007-06-01,750,89781347,0.8353628287621927
Southeast,2007-07-01,584,89781347,0.650469189329494
Southeast,2007-08-01,272,89781347,0.3029582525644219
Southeast,2007-09-01,197,89781347,0.2194219696882026
Southeast,2007-10-01,168,89781347,0.18712127364273115
Southeast,2007-11-01,95,89781347,0.10581262497654441
Southeast,2007-12-01,51,89781347,0.0568046723558291
Southeast,2008-01-01,57,89781347,0.06348757498592664
Southeast,2008-02-01,57,89781347,0.06348757498592664
Southeast,2008-03-01,90,89781347,0.10024353945146311
Southeast,2008-04-01,146,89781347,0.1626172973323735
Southeast,2008-05-01,348,89781347,0.3876083525456574
Southeast,2008-06-01,684,89781347,0.7618508998311198
Southeast,2008-07-01,477,89781347,0.5312907590927546
Southeast,2008-08-01,228,89781347,0.25395029994370655
Southeast,2008-09-01,171,89781347,0.19046272495777994
Southeast,2008-10-01,188,89781347,0.2093976157430563
Southeast,2008-11-01,115,89781347,0.12808896707686954
Southeast,2008-12-01,49,89781347,0.05457703814579659
Southeast,2009-01-01,67,89781347,0.07462574603608922
Southeast,2009-02-01,82,89781347,0.09133300261133306
Southeast,2009-03-01,77,89781347,0.08576391708625178
Southeast,2009-04-01,163,89781347,0.18155218811764987
Southeast,2009-05-01,344,89781347,0.38315308412559235
Southeast,2009-06-01,639,89781347,0.7117291301053882
Southeast,2009-07-01,494,89781347,0.5502256498780309
Southeast,2009-08-01,269,89781347,0.2996168012493731
Southeast,2009-09-01,169,89781347,0.1882350907477474
Southeast,2009-10-01,141,89781347,0.15704821180729223
Southeast,2009-11-01,86,89781347,0.09578827103139809
Southeast,2009-12-01,61,89781347,0.06794284340599167
Southeast,2010-01-01,89,89781347,0.09912972234644685
Southeast,2010-02-01,68,89781347,0.07573956314110547
Southeast,2010-03-01,117,89781347,0.13031660128690203
Southeast,2010-04-01,147,89781347,0.16373111443738977
Southeast,2010-05-01,327,89781347,0.364218193340316
Southeast,2010-06-01,704,89781347,0.7841272419314449
Southeast,2010-07-01,438,89781347,0.48785189199712053
Southeast,2010-08-01,187,89781347,0.20828379863804006
Southeast,2010-09-01,150,89781347,0.16707256575243853
Southeast,2010-10-01,158,89781347,0.1759831025925686
Southeast,2010-11-01,90,89781347,0.10024353945146311
Southeast,2010-12-01,63,89781347,0.07017047761602418
Southeast,2011-01-01,68,89781347,0.07573956314110547
Southeast,2011-02-01,47,89781347,0.05234940393576407
Southeast,2011-03-01,68,89781347,0.07573956314110547
Southeast,2011-04-01,97,89781347,0.10804025918657692
Southeast,2011-05-01,250,89781347,0.2784542762540642
Southeast,2011-06-01,555,89781347,0.6181684932840226
Southeast,2011-07-01,359,89781347,0.3998603407008362
Southeast,2011-08-01,169,89781347,0.1882350907477474
Southeast,2011-09-01,170,89781347,0.18934890785276368
Southeast,2011-10-01,147,89781347,0.16373111443738977
Southeast,2011-11-01,110,89781347,0.12251988155178825
Southeast,2011-12-01,67,89781347,0.07462574603608922
Southeast,2012-01-01,86,89781347,0.09578827103139809
Southeast,2012-02-01,75,89781347,0.08353628287621927
Southeast,2012-03-01,108,89781347,0.12029224734175574
Southeast,2012-04-01,129,89781347,0.14368240654709713
Southeast,2012-05-01,347,89781347,0.38649453544064116
Southeast,2012-06-01,515,89781347,0.5736158090833723
Southeast,2012-07-01,375,89781347,0.41768141438109635
Southeast,2012-08-01,255,89781347,0.2840233617791455
Southeast,2012-09-01,206,89781347,0.2294463236333489
Southeast,2012-10-01,153,89781347,0.1704140170674873
Southeast,2012-11-01,125,89781347,0.1392271381270321
Southeast,2012-12-01,95,89781347,0.10581262497654441
