date,Lyme_Rate,alabama water park,alabama water parks,alive at five,amc free,amc free movies,asheboro copperheads,auburn water park,bag toss,baking soda pool,baler,baler parts,banzai water,bell's palsy,black legged tick,black tick,blue bayou,blue bayou in baton rouge,bullseye rash,cast cover,clear pool water,cloudy pool,cloudy pool water,coastal plains league,danville dans,deer tick,diamond devils,east cobb baseball,easy camp,elite camp,facial paralysis,fayetteville swampdogs,fever,free summer kids movies,free summer movie,fun days,green pool,green pool water,haier air,hay rake,herndon braves,intex,intex pool cover,intex pumps,joint pain,knee pain,lyme,lyme disease,martinsville mustangs,nycbl,pa pool,palmetto falls,park pools,point mallard,pool rope,pool supply stores,pool times,quick set pool,rash,springtails,summer books,summer family fun,summer movie camp,summer things,summer things to do,summertime songs,swampdogs,swim shirts,swollen joint,swollen joints,swollen knee,swollen knees,tick,tired,top summer songs,us club,valley beach,wilmington sharks,wilson tobs,wood bat,wood bat tournament
2004-01-01,0.025617793415373912,0,0,0,0,0,0,0,16.333333333333332,7.6923076923076925,12.6,0,0,21,0,0,11.928571428571429,0,0,8.333333333333334,0,0,0,0,0,5.133333333333334,0,11.166666666666666,0,0,0,0,40.733333333333334,0,0,14.454545454545455,7.4,0,0,0,0,10.066666666666666,0,0,41.13333333333333,34.2,22.8,26.8,0,0,9.75,0,0,4.7,0,0,0,0,30.8,6.666666666666667,0,0,0,5.8,0,0,0,0,0,0,0,0,24.866666666666667,30.466666666666665,0,25.133333333333333,35,0,0,14.5,0
2004-02-01,0.024503976310357653,22.666666666666668,0,0,0,0,0,0,0,0,22.2,0,0,28.533333333333335,0,11.11111111111111,2.7857142857142856,0,0,0,0,0,0,16.666666666666668,0,4.4,0,14.333333333333334,0,17,0,0,41.53333333333333,0,0,14.090909090909092,11.8,0,16.666666666666668,8.333333333333334,0,9.133333333333333,0,0,36.46666666666667,26.333333333333332,30.333333333333332,28.8,0,0,29,0,9.625,1.7,16.666666666666668,0,0,0,29.733333333333334,0,0,0,0,8.733333333333333,2.6666666666666665,88.5,0,0,0,0,7.6923076923076925,0,28.133333333333333,30.8,0,42,43.833333333333336,0,0,7.083333333333333,0
2004-03-01,0.04678031841068279,0,0,0,0,0,0,0,0,0,13,0,0,28.866666666666667,0,0,11,0,0,8.333333333333334,0,0,0,28.166666666666668,0,16.266666666666666,0,0,0,0,0,0,46.333333333333336,0,0,0,8.666666666666666,0,0,0,0,17.133333333333333,0,0,34.46666666666667,40.733333333333334,45.266666666666666,39.2,0,0,36.5,0,12.5,0,0,0,0,0,33.2,6.666666666666667,11.733333333333333,0,0,6.666666666666667,13.333333333333334,50,0,0,0,20,15.384615384615385,0,28.333333333333332,38.333333333333336,35.2,21,19.916666666666668,0,0,24.25,0
2004-04-01,0.06014612367087787,6.166666666666667,32.5,0,14.375,0,0,0,8.333333333333334,0,19.666666666666668,0,27.272727272727273,47.6,0,22.22222222222222,11.071428571428571,0,0,8.333333333333334,7.6923076923076925,5.357142857142857,7.076923076923077,12.833333333333334,0,36.13333333333333,0,7.5,0,20,50,0,44.733333333333334,0,0,7.2727272727272725,16.6,0,14.5,16.583333333333332,0,19.266666666666666,0,0,36.06666666666667,40,52.4,40.733333333333334,0,0,19.25,0,21.375,11.6,0,0,22.22222222222222,0,37.86666666666667,6.666666666666667,26.8,0,0,3.6666666666666665,17.533333333333335,38.5,0,0,12.5,14.6,24.153846153846153,0,36.4,33,0,34.13333333333333,27.166666666666668,17.666666666666668,0,21.083333333333332,0
2004-05-01,0.14591004075712966,18.333333333333332,11.75,0,12.5,0,0,50,0,15.384615384615385,34.666666666666664,0,35.45454545454545,20.866666666666667,0,11.11111111111111,29.714285714285715,14.2,0,25,0,15.571428571428571,19.076923076923077,0,0,45.06666666666667,0,38.833333333333336,0,31.2,0,0,40.666666666666664,0,0,4.545454545454546,11.266666666666667,14.285714285714286,44,5.583333333333333,0,31.733333333333334,0,0,45.733333333333334,35.8,63.86666666666667,61.266666666666666,0,0,17.25,0,33.875,14.4,0,100,11.11111111111111,0,36.13333333333333,6.133333333333334,40.53333333333333,0,0,34.4,23.6,35.5,11,14.23076923076923,11.25,0,20.46153846153846,31,45,31.866666666666667,20,39.46666666666667,27.166666666666668,0,0,9,0
2004-06-01,0.2450397631035765,48.333333333333336,36.25,0,38.125,80,0,47.5,0,0,47.333333333333336,16.666666666666668,26.454545454545453,46.46666666666667,0,20.555555555555557,37.07142857142857,0,0,8.333333333333334,7.153846153846154,28.714285714285715,27.076923076923077,46.333333333333336,0,15.6,0,43.166666666666664,25,32.6,60,0,37.46666666666667,0,100,25.90909090909091,13.866666666666667,14.285714285714286,13,21.416666666666668,0,43.266666666666666,33.333333333333336,0,42.266666666666666,30.6,67.33333333333333,69.13333333333334,0,0,25,0,67.875,36.8,16.666666666666668,0,11.11111111111111,12.5,36.93333333333333,6.666666666666667,21.533333333333335,50,0,11,27.4,37,16.8,14.153846153846153,12.5,20,2.5384615384615383,0,49.46666666666667,27.333333333333332,0,45,43.916666666666664,49.333333333333336,0,12.75,0
2004-07-01,0.15370676049224344,19.333333333333332,44.75,0,18.5,77,0,48.5,15.416666666666666,0,20.333333333333332,16.5,23.545454545454547,47.93333333333333,0,11.11111111111111,46.285714285714285,15.2,0,8.333333333333334,23.076923076923077,12.357142857142858,19.923076923076923,39,0,21.533333333333335,0,63.166666666666664,12,48.6,25,0,35.266666666666666,0,0,7.090909090909091,10.666666666666666,26.857142857142858,44.333333333333336,16,0,37.46666666666667,0,0,57.06666666666667,46.6,51,57.733333333333334,0,0,24.5,0,25.375,36.6,0,0,8.444444444444445,0,43.733333333333334,4.6,40.333333333333336,0,0,19.2,39.8,0,11.4,13.307692307692308,10.5,0,13.153846153846153,33.333333333333336,38.46666666666667,28.2,0,62,38.25,33.333333333333336,0,10.833333333333334,0
2004-08-01,0.09133300261133306,0,35.5,0,24.25,0,0,50,6.25,6.153846153846154,29.666666666666668,31.333333333333332,0,36.13333333333333,0,0,17.214285714285715,0,0,7.583333333333333,0,23,5.769230769230769,11,0,19.8,0,9.166666666666666,0,18,0,0,38.53333333333333,0,0,8.545454545454545,25.8,11.285714285714286,0,5.083333333333333,0,17.133333333333333,0,0,46.6,47.266666666666666,52.53333333333333,45.06666666666667,0,0,16.25,0,21.5,23.4,0,0,20.22222222222222,0,33.8,5.6,10.066666666666666,0,0,8.4,2.2,36.5,0,12.846153846153847,10.625,20,8.384615384615385,33.333333333333336,23.133333333333333,33.6,12.8,43.333333333333336,27.5,0,0,12.583333333333334,0
2004-09-01,0.0879915512962843,0,0,0,16.75,0,0,24,0,0,17,0,9.090909090909092,23.8,0,0,6.357142857142857,0,0,14.333333333333334,0,9.285714285714286,0,0,0,5.933333333333334,0,10,25,0,0,0,37.93333333333333,0,0,3.909090909090909,8.133333333333333,11.285714285714286,11.666666666666666,14.916666666666666,0,8.866666666666667,0,0,25.933333333333334,42.46666666666667,38.333333333333336,42.6,0,0,22,0,12.5,1.3,0,0,0,0,34.86666666666667,12.466666666666667,6,0,0,4.533333333333333,0,0,9,0,9.5,29.8,16.846153846153847,26.666666666666668,23.6,26.466666666666665,0,49.666666666666664,27.5,0,0,23.25,0
2004-10-01,0.09244681971634931,5,0,0,6.375,0,0,0,6.416666666666667,0,15.466666666666667,0,6.7272727272727275,41.266666666666666,0,0,9.571428571428571,0,8.333333333333334,6.583333333333333,6.769230769230769,0,0,0,0,19.933333333333334,0,14.166666666666666,10.5,14.6,18.25,0,34.666666666666664,0,0,6,5.6,0,23.833333333333332,13.416666666666666,0,7.8,0,0,43.733333333333334,40.93333333333333,31.533333333333335,32.53333333333333,0,0,7.25,0,12.625,11.4,0,0,20,0,31.8,6.666666666666667,8.8,0,0,0,0,36,0,6,0,0,6.461538461538462,0,23.6,23.733333333333334,12.8,52.333333333333336,20.666666666666668,0,0,19.166666666666668,0
2004-11-01,0.06014612367087787,0,0,0,0,0,0,0,8.333333333333334,0,6.333333333333333,0,4.818181818181818,30.933333333333334,0,9.666666666666666,25.428571428571427,0,0,0,0,7.5,5,0,0,14.6,0,4.833333333333333,0,15,0,0,37,0,0,18.181818181818183,8.933333333333334,0,14.5,0,0,6.4,0,0,23.133333333333333,48.4,42.666666666666664,33.4,0,0,38.25,0,7.125,18.6,0,0,17.77777777777778,0,26.4,0,10.333333333333334,0,0,2.6,0,0,0,7.6923076923076925,0,0,7.6923076923076925,0,20.666666666666668,26.733333333333334,19.8,36.53333333333333,21.5,0,0,21,0
2004-12-01,0.044552684200650276,0,0,0,21.625,0,0,0,0,7.6923076923076925,11.866666666666667,0,6.181818181818182,27.333333333333332,0,0,18.071428571428573,0,0,0,0,0,0,0,0,8.533333333333333,0,4.333333333333333,23.5,0,17.25,0,35.333333333333336,0,0,7.454545454545454,8.933333333333334,0,0,0,0,2.8666666666666667,0,0,32.93333333333333,34.733333333333334,31.2,36.13333333333333,0,0,20.5,0,9.875,1.3,0,0,0,9.75,26.2,0,16,0,0,6.333333333333333,5.333333333333333,0,20,12.461538461538462,12.5,0,6.076923076923077,0,19,30.266666666666666,18.4,32.93333333333333,8.5,40.666666666666664,0,9.25,0
2005-01-01,0.051235586830747824,0,0,0,9.375,0,0,0,5.416666666666667,0,25.866666666666667,0,0,23.266666666666666,0,0,15.5,0,0,5.333333333333333,0,0,0,0,0,6.4,0,5.666666666666667,42.5,11.2,16.5,0,40.266666666666666,0,0,13.090909090909092,9.466666666666667,0,19.333333333333332,0,0,7.666666666666667,0,0,42.2,43.53333333333333,28.333333333333332,27.333333333333332,29,0,0,0,29.25,1.1,0,0,7.888888888888889,0,26.866666666666667,0,22.533333333333335,0,0,1.0666666666666667,0,29,0,11.461538461538462,28.875,8.8,14.461538461538462,0,16.333333333333332,23.266666666666666,0,28.733333333333334,17.416666666666668,0,0,18.75,0
2005-02-01,0.04009741578058525,0,0,0,19.125,0,0,0,8.333333333333334,4.846153846153846,26.666666666666668,0,0,33.333333333333336,0,0,14.357142857142858,0,0,16.5,0,0,0,12,0,6.4,0,3.8333333333333335,22.25,11.6,19.25,0,45.2,0,0,8.636363636363637,8.066666666666666,0,10,18.333333333333332,0,13.266666666666667,0,0,25.666666666666668,23.133333333333333,31.066666666666666,27.4,0,0,0,0,10.5,15.4,0,0,0,0,29.533333333333335,6.666666666666667,6.266666666666667,0,0,7.933333333333334,2.933333333333333,0,17.6,13.538461538461538,0,15.8,9.461538461538462,0,17.466666666666665,26.933333333333334,11.8,19.4,19.583333333333332,12,0,16.416666666666668,0
2005-03-01,0.044552684200650276,27.833333333333332,19.75,0,8,0,0,0,11,0,36.266666666666666,0,4.818181818181818,29.933333333333334,0,0,21.571428571428573,0,0,17.416666666666668,0,6.785714285714286,0,0,0,3.533333333333333,0,4.5,0,19.8,0,0,47.06666666666667,0,0,0,10.6,0,17,6.75,0,10.066666666666666,0,0,26.2,34.266666666666666,27.333333333333332,21.066666666666666,0,0,21,0,18.5,13.8,0,59,21.11111111111111,0,31.733333333333334,9.933333333333334,8,0,0,4.4,5.533333333333333,0,7,11.76923076923077,0,32.8,3.5384615384615383,23.333333333333332,17.333333333333332,19.533333333333335,0,18.4,28.666666666666668,0,0,3,0
2005-04-01,0.05903230656586162,8.333333333333334,0,0,17.75,0,0,0,5.5,13.923076923076923,17.466666666666665,0,18.272727272727273,41.13333333333333,0,26,8.428571428571429,0,0,0,12.538461538461538,12,20.46153846153846,16.666666666666668,0,23.866666666666667,0,13.5,0,14.6,27,0,61,0,0,19.636363636363637,3.6,19.285714285714285,19.5,13.916666666666666,0,15.933333333333334,0,0,36.2,28.6,49.733333333333334,44.53333333333333,30.333333333333332,0,30.75,0,10.25,15.1,0,0,0,0,27.266666666666666,4.533333333333333,34.2,50,0,17.133333333333333,7.8,0,0,0,19.25,16,1.6923076923076923,26,29.6,35,25.2,39.333333333333336,12.916666666666666,0,0,17.5,0
2005-05-01,0.12697514997185327,34,24.5,0,28.875,48,0,0,15.083333333333334,12.846153846153847,27.2,0,12.727272727272727,28.666666666666668,0,6.777777777777778,18.214285714285715,18.8,14.5,10.666666666666666,2.3076923076923075,21.642857142857142,26.076923076923077,8.5,0,27.933333333333334,0,31.333333333333332,18.5,30.4,23.25,0,44.733333333333334,0,0,8.909090909090908,14.666666666666666,23.142857142857142,8.833333333333334,21.333333333333332,0,23.2,0,0,44.733333333333334,31.933333333333334,57.733333333333334,54.86666666666667,0,0,15.5,0,37.25,10.9,0,0,7.222222222222222,12.375,34.53333333333333,6.333333333333333,42.53333333333333,0,0,28.066666666666666,20.066666666666666,25,7.2,21.307692307692307,7.625,0,19.076923076923077,23,38.266666666666666,26.4,67.6,31.133333333333333,21.666666666666668,10.333333333333334,0,13.833333333333334,0
